relpath,topic_dir,sha256,is_duplicate,pages,chars,extract_status,modality,is_nanocluster,mechanisms,is_cu,is_cyclodextrin
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0001868625002374-main.pdf,5 纳米材料抗菌,5ef483c74a7e3aac5af8965eeff66be7ddddce7c61bcd04348f90d08fe28611e,0,,227128,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0010854521004926-main.pdf,5 纳米材料抗菌,f1de1fa9bb7f731998bae7f25ec2f45a673336fcc09c9993fa196b44e5200c75,0,,60626,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0010854526000731-main.pdf,5 纳米材料抗菌,6562e056c10715c82342677eaf8fa1067eaf25dc22b3f3a20055700eaff979e0,0,,68905,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0043135424018864-main.pdf,5 纳米材料抗菌,32a8e8c14cf130334281b29b6558ec8b632a277506d219feaf8411cb492e7593,0,,61888,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0079642526000708-main.pdf,5 纳米材料抗菌,24700b52f8065f620109e75d9a38f1f824c8263146e19e7acc1df3574115f3de,0,,308539,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S014296122500153X-main.pdf,5 纳米材料抗菌,75220567124558d6ff2e286b731401255a48a6e6ee88472037af73da76d6a595,0,,88764,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0142961225005071-main.pdf,5 纳米材料抗菌,3c76c9bb8f872a15446821b3a4f265ab76f12bfa9ab060a02e5c54b1c81f1e6a,0,,85874,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0144861724012979-main.pdf,5 纳米材料抗菌,8b37c79072447c0edaf8aeb1d104a77df6de03b23112045f13b1535068515c68,0,,71321,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0144861726004583-main.pdf,5 纳米材料抗菌,94dd93c8da5f5ce6b8746fadd09b299e04e4533309e33f6ecb95c4c37b93d452,0,,107700,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0169433216326654-main.pdf,5 纳米材料抗菌,850f488b82412e79ae7ed68a2a9ea3054c16a59674c5291f8adde7af5bfbebc2,0,,61924,cached,nanomaterial,1,other,1,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0304389419306181-mainext.pdf,5 纳米材料抗菌,9e613e046c7e31915ab367bfd7b055bbadc282d54e2ccabd0f4f4ea728374076,0,,53921,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0304389422007543-main.pdf,5 纳米材料抗菌,dd40e3c39cfffcf7a22e73b5133cc6ab232b1948f01796f38941d6a4ff30c1f1,0,,42806,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0925346721000574-main.pdf,5 纳米材料抗菌,5fe9fc97105c67cbe1328472554fdce770f735795db76911095dc2d869ce4209,0,,43762,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S0926337326002493-main.pdf,5 纳米材料抗菌,830cbe41861f340001be16729920174ba6bef6e09b6cf95741ffef7abc757cdf,0,,56957,cached,unknown,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1001841724011914-main.pdf,5 纳米材料抗菌,897c895da0cdbf4f9d35c95293baac1b20d8c7454b36f980a132444c9ee030d9,0,,37688,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1385894722021155-main.pdf,5 纳米材料抗菌,f1e0ed04a9d06c3baac005bd9e3114f022a2c5a6340d1cf04f0c3102c65fa4bd,0,,48409,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1385894722038050-main.pdf,5 纳米材料抗菌,c12d8b59053cfa664e8d83930cccdf343bd75eee973c12eb51aee4b7eb59e69e,0,,38005,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1385894723068729-main.pdf,5 纳米材料抗菌,8b621ed5ec8d45e649ec2f1dd522984068de3834b77429ae55be85180288990a,0,,64516,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1385894724024781-main.pdf,5 纳米材料抗菌,954882b67581a9353840424b9257538001a2024e3b8fcc5728a94352b87c1f1c,0,,50046,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1385894725009076-main.pdf,5 纳米材料抗菌,f9b0d5699f05a72429410cbe21cafef7c88c213dc168ce26608a758b288e2db8,0,,65739,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1385894725111868-main.pdf,5 纳米材料抗菌,e1df4b9758b78d2039fd3e6a0dad813de7426c585fd9e34b48eb6fa5c70f9eed,0,,67792,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1385894726015706-main.pdf,5 纳米材料抗菌,b33f5b3332f9d16339af189d1d3e196d75344dfdc5181162f5c6aef07a47db4c,0,,74138,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1385894726037770-main.pdf,5 纳米材料抗菌,8fccc3cb18eae2cf65b78b02c805fd64786ab678e808ae8d9ea3dc287054a783,0,,69319,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1385894726045031-main.pdf,5 纳米材料抗菌,eccfbc62db754916305da6b2991158573f69908a9293d8f3be4c1df701197dbd,0,,86325,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1385894726061115-main.pdf,5 纳米材料抗菌,9fc91a97722c73f0cae41400b225a8f50cc629a026ccd241f0bc92edc50bd5ca,0,,50255,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S1748013225001148-main.pdf,5 纳米材料抗菌,0fb632beb05196214bf7496889b3148e6e9c0b63a947b129f182e38485aa41e2,0,,80177,cached,nanomaterial,0,gut_microbiome,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S2214289426000335-main.pdf,5 纳米材料抗菌,0bb347e798af2be8d934c156e4665b3d98b7504cb914f4c3e05c1a3c1ccdd4b0,0,,72724,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S2452199X19300520-main.pdf,5 纳米材料抗菌,0cdcccd0a6863536893a6fce05ad298ed0e229ac7efe34cd1b37395ed418d85f,0,,64270,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S2452199X22000445-mainext.pdf,5 纳米材料抗菌,071900288dbab9c5fe3a88214d398ec39804bdc1434ff77ee676d59c105b5d13,0,,59622,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S2452199X24004997-main.pdf,5 纳米材料抗菌,c1b8e58bc0f9198b88edbefad995e9fc11389104e3e14d9ac81328c9ce0ee196,0,,95315,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S2452199X26000964-main.pdf,5 纳米材料抗菌,f69076fc6c235ab002fa4d35dd5b49b6085e50c9ba07e2a5fd52030a1015cd92,0,,114627,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S2589965125001709-main.pdf,5 纳米材料抗菌,983bd07e10a66babc925ad733e6cfcff51e2bf10f9aedc6fed972e23cde2234c,0,,69457,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S2589965125001825-main.pdf,5 纳米材料抗菌,4edcb188ca0108f33958fdeb9cbc8bfedaa92b772dc50bb6c4fc9e581367aeaa,0,,157275,cached,nanomaterial,0,other,1,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S2589965126000073-main.pdf,5 纳米材料抗菌,89ec1bbc56d7f5171e57c858b2f836af4be47b7550aba23a6c68257096811572,0,,51704,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/1-s2.0-S2590006426005910-main.pdf,5 纳米材料抗菌,e5234ce2e5639c539e46fb0187e4ceffca4e2e6071eca55abdb32596ab63f44c,0,,55358,cached,unknown,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/23+SP+7337-12-23-21.pdf,5 纳米材料抗菌,dc967e91f174d8943c1764e65b4baa2afa46f6d49689501641fdca78167fc981,0,,44319,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/abrading-induced-breakdown-of-ag-nanoparticles-into-atomically-dispersed-ag-for-enhancing-antimicrobial-performance.pdf,5 纳米材料抗菌,6095cd14686d9fd6ed1b03a07f4181d3e1832e46ce0c291a6e5513b555ab6309,0,,50640,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Adv Funct Materials - 2024 - Cong - Direct Z‐Scheme Xylan‐Based Carbon Dots TiO2‐x Nanocomposites for Visible Light Driven.pdf,5 纳米材料抗菌,0b3946ca6034940db9beb02104bf09c64e1c1bc6df2dde5ee8608ba7020f6319,0,,80939,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Adv Funct Materials - 2025 - Liu - Bonyzymes  Efficient Anti‐Inflammatory  Antibacterial and Osteogenic Agents for.pdf,5 纳米材料抗菌,3743e8dbae34873907442fcc9b8463bfb51c9106fc7d9a00d80c1ee69f7a53a6,0,,83789,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/Adv Funct Materials - 2025 - Wang - A Triple‐Integrated 3D‐Printed Composite Scaffold of High‐Activity Peptide‐Metal.pdf,5 纳米材料抗菌,bd0b099ef7fdac65dc2b6d56612f136e65d50b0b22833cc7ded024edbc45a43a,0,,82107,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Adv Funct Materials - 2026 - Cha - Biocompatible but Antibacterial Mechanism of Graphene Oxide for Sustainable Antibiotics.pdf,5 纳米材料抗菌,227ee19fcfaef68cc6e285e07b71d625783fb6fca3b804796b7bdff5dd2741a5,0,,59707,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/Adv Funct Materials - 2026 - Guo - PH‐Responsive Cu‐Fe‐MOF Ag Nanocomposite Modulates Antibacterial and Anti‐Inflammatory.pdf,5 纳米材料抗菌,dd82b5edadfd058c5bff18fded56a7ef23c68ae07a28162c1388111ad55b7f4f,0,,86678,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/Advanced Materials - 2020 - Linklater - Antibacterial Action of Nanoparticles by Lethal Stretching of Bacterial Cell.pdf,5 纳米材料抗菌,91d6a946abb3410232059aa8e33d06f29d5f0821a4521e253ec533821315a38f,0,,73454,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Advanced Materials - 2021 - Sun - High Antibacterial Activity and Selectivity of the Versatile Polysulfoniums that Combat.pdf,5 纳米材料抗菌,478e4e8a4ff5c4dacfea34852ca4030f5af9b9c336c3db8b7bf6ab31055fe3ed,0,,50779,cached,biologic,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Advanced Materials - 2025 - Li - Diatom‐Inspired Scaffold for Infected Bone Defect Therapy  Achieving Stable Photothermal.pdf,5 纳米材料抗菌,6a6c833f44a23c50f6f67c1b991806e2cec5e35ec7e2299023d7ea9b46b0c99c,0,,70096,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/Advanced Materials - 2025 - Qian - Synchronous Sterilization and Immunoreaction Termination for Corneal Transparency.pdf,5 纳米材料抗菌,bea4b8ed5a32b00560790aa4fbd6562be0fc76c4ab5e2720bb899000768cd7a4,0,,102445,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Advanced Materials - 2026 - Bi - Solution‐Processed Flexible Glass‐Like Antibacterial Nanocomposite Coatings.pdf,5 纳米材料抗菌,5f04e970a61d550efc8ede35a456168487f520a82f27131b8fae512f9d86ce20,0,,54679,cached,nanomaterial,0,other,1,0
5 纳米材料抗菌/纳米颗粒抗菌/Advanced Materials - 2026 - Huang - Aminotetrazole Gold Nanocomplexes Shunt Electrons to Eradicate Bacteria Without.pdf,5 纳米材料抗菌,b527f968d4ccdc58de1d5b97466ca6ae20682f6262a7bfb34cf4f79a70845a40,0,,92814,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Advanced Materials - 2026 - Liu - Self‐Evolving Hydrogel Dressing Temporally Accelerates Infected Diabetic Wound Healing.pdf,5 纳米材料抗菌,9a92a9864044873e6a04e3e2d81cdef4959642d511e86d43cf2412346cd923ee,0,,97478,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/an-inorganic-stimulator-of-interferon-genes-sensitizer-for-the-metalloimmunotherapy-of-intracellular-bacterial.pdf,5 纳米材料抗菌,daab385476d1a57169d12b83f60d55747620a25dce79f62fc01b6a304d46cf3f,0,,90745,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/Angew Chem Int Ed - 2016 - Pillai - Engineering Gram Selectivity of Mixed‐Charge Gold Nanoparticles by Tuning the Balance.pdf,5 纳米材料抗菌,c44e95fb00f9467c36b08d59c45bd6ff277cdb7ef11359ed322022e25640635d,0,,27714,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Angew Chem Int Ed - 2020 - Xie - Activating the Antibacterial Effect of 4 6‐Diamino‐2‐pyrimidinethiol‐Modified Gold.pdf,5 纳米材料抗菌,f573814a1bfe9e13fb77d71f045f322e07f24d9ea30557ad6e9f0af11885e791,0,,28594,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/antibacterial-and-antiviral-activities-of-silver-nanocluster-silica-composite-coatings-deposited-onto-air-filters.pdf,5 纳米材料抗菌,2bd7612174ba73bceedaa28ed36d531fc2f8f3e5a47185b2c6ea3454fcc35ea5,0,,59756,cached,nanomaterial,1,other,1,0
5 纳米材料抗菌/纳米颗粒抗菌/biomimetic-metallic-nanostructures-for-biomedical-applications-catalysis-and-beyond.pdf,5 纳米材料抗菌,c7aa7cfc7e09d019b1564505ab018ebf41791e942c33a2cab5ada7000e1436d7,0,,269656,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/BMEMat - 2023 - Jiao - Biomass‐derived washable composites for accelerating the healing of infected wounds.pdf,5 纳米材料抗菌,8657575935b245257efd27d4d1ae25aecb66b4936d2827b0f27ae77d3cb668e2,0,,46487,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Comp Rev Food Sci Food Safe - 2025 - Luo - Recent Progress on Silver‐Based Antibacterial Food Packaging.pdf,5 纳米材料抗菌,9fbaaadfc9d85314702d3e215e426ad0f19b294af16f646b6ed85b14797a2fa6,0,,123763,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/cysteine-protected-antibacterial-spheroids-of-atomically-precise-copper-clusters-for-direct-and-affordable-arsenic.pdf,5 纳米材料抗菌,ad2bd20f0034aafc44836ebdafb322e025c91ed15bc1b2de7e10d4c5412a30b7,0,,35515,cached,nanomaterial,1,other,1,0
5 纳米材料抗菌/纳米颗粒抗菌/d0ta10742e.pdf,5 纳米材料抗菌,e066b96ba29ce1edcca8939e6abc3a558bfced330b1c4f6c118fef50bdb3748b,0,,50374,cached,nanomaterial,1,other,0,1
5 纳米材料抗菌/纳米颗粒抗菌/d0tb02332a.pdf,5 纳米材料抗菌,40e739af42470743d090cd3e9e7d1c001b969d233387c23e478eea26ac92ff6c,0,,27686,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/d1nr05198a.pdf,5 纳米材料抗菌,431f07cc6a7bff9006c7a149d8a3547e076f555a92e8fe3b8ffdc596138f0eb4,0,,40987,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/deploying-gold-nanomaterials-in-combating-multi-drug-resistant-bacteria.pdf,5 纳米材料抗菌,c6efeb824e278325766f815bef8fee4854ff29c61c373612b008f2849bf73235,0,,124422,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/drug-in-drug-quorum-sensing-inhibitor-in-star-shaped-antibacterial-polypeptides-for-inhibiting-and-eradicating-corneal.pdf,5 纳米材料抗菌,d022287647642941f11e15e185adc052194963be6f5830b2fcafde974f732650,0,,87012,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/enhanced-antibacterial-efficacy-of-copper-single-atom-catalysts-on-a-two-dimensional-boron-nitride-platform.pdf,5 纳米材料抗菌,0c2138404c282fd637e86563367047fdec7ff243cda21f4cd2cc58c2f2a3fd1c,0,,79857,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/living-cell-metal-cyborg-microalgae-for-treating-mrsa-infection.pdf,5 纳米材料抗菌,c848e44a8ce6b34bfb1f181981127abd62ef3a2d9160ba75f6de478ad352a348,0,,83271,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/magnetic-extraction-of-acinetobacter-baumannii-using-colistin-functionalized-γ-fe2o3-au-core-shell-composite.pdf,5 纳米材料抗菌,81f8d2ebbebf85cb362965d5777e83db5ff8ca942d422fb939412f6b325c0dd8,0,,60462,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/nsa-17-227.pdf,5 纳米材料抗菌,688bded271e12eb525fe91b871b3a2cbb298b9fca138474c9dbcff31428eca99,0,,86873,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/porous-polymersomes-as-carriers-for-silver-nanoparticles-and-nanoclusters-advantages-of-compartmentalization-for.pdf,5 纳米材料抗菌,2c52cf04722358b0718525a235301ffcb046f2a4b627e4b5dc9c60db341ecf4c,0,,46449,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Rare Metals - 2025 - Fang - PDA and CeO2 synergistically functionalized montmorillonite nanosheets for reinforcing.pdf,5 纳米材料抗菌,a58deed1158e645d6dfb9ae6f0dad9f73752b98d42b2225e367ce93aef6cb4cb,0,,53160,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/s10311-020-01071-0.pdf,5 纳米材料抗菌,b65c7cbe40a888b9a9140b94fd16881acf7dc4a62f609b6bc4183a099916ad5b,0,,87455,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/s10570-024-05911-y.pdf,5 纳米材料抗菌,c3bd820609aa968b0de1f2e628d1f86f949e6f00e9423fa2823aee4b82c6e43b,0,,54705,cached,biologic,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/s12598-023-02507-6.pdf,5 纳米材料抗菌,400648b607eeae5fffc7d27c83e46dc5596b234f176615701f976e29ee9fd4a8,0,,42278,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/s12598-023-02549-w.pdf,5 纳米材料抗菌,2c0019160d2f3df348fb536aab7623438b38e7776b4ade70a74056a89c64c17f,0,,41308,cached,nanomaterial,0,other,1,0
5 纳米材料抗菌/纳米颗粒抗菌/s40820-024-01353-0.pdf,5 纳米材料抗菌,9fee9a427a3d8de7d716235a3805d5e9824d50107fd11b31dc2c00545a4259d2,0,,68619,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/s41467-021-20965-3.pdf,5 纳米材料抗菌,71a47e00135631fb435696190009950c8ba2e2dc3d3c1374c5fcd24a7c293bea,0,,132602,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/s41467-026-70930-1.pdf,5 纳米材料抗菌,365da6f35153875e3836d936a440aae1ee5f75efe093619066ad53e210ef65fd,0,,67894,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/s41598-024-74273-z.pdf,5 纳米材料抗菌,4a15c7ac5876e25044a4e302813506dd5c692f084d7ff5ef480118cb3f7018d0,0,,54594,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/s42114-026-01703-z.pdf,5 纳米材料抗菌,de83becf1e2912db511621fd9c9dfb2ef8d5c91403b7be3a84733fe4b28e13d0,0,,48568,cached,nanomaterial,0,other,1,0
5 纳米材料抗菌/纳米颗粒抗菌/s42114-026-01733-7.pdf,5 纳米材料抗菌,7cd695455e4146006ca4eaa7030dad45907049b481aa804228b1dc836da59165,0,,70239,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/sciadv.ado5555.pdf,5 纳米材料抗菌,4fea346b38c64d6fb1bad4c7bd26a4cf2bc706f6b736719a47482db9e29ef12a,0,,120732,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/sciadv.adt3159.pdf,5 纳米材料抗菌,83c67979146eb75d828b7fe410dd8a4ceba9c59160465c64101678b3665bce6b,0,,85704,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/silver-hydrogen-exchanged-zeolites-embedded-in-modified-polyethylene-blends-for-antibacterial-packaging-with-prolonged.pdf,5 纳米材料抗菌,4091468df4fc31cb4bb4bca1310dc35636f072334c876d37b643e5dcc4a4a552,0,,72645,cached,nanomaterial,0,other,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Small - 2025 - Shi - Photothermal‐Propelled Au‐CeO2 Micromotors for Synergistic Photocatalytic‐Photothermal Antibacterial.pdf,5 纳米材料抗菌,4860ac90bad162baef3f80a8b674191542d0d4a4147a56f2207200187ec95551,0,,62173,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/纳米颗粒抗菌/Small - 2026 - Britto - Antibacterial Performance of Copper‐loaded Mesoporous C3N6.pdf,5 纳米材料抗菌,c17b6d7e04a20675ff5267624798310639a0335afdd166ac1c4f4b3271b5c0b3,0,,57753,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/Small - 2026 - Wang - Tunable Morphological Engineering of Self‐Assembled Copper‐Glutathione Nanoarchitectures .pdf,5 纳米材料抗菌,031c5b264690e5f01807a7cd23685332573149a5136884911dbe08b9951d0a27,0,,74839,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/纳米颗粒抗菌/Small - 2026 - Yang - Nano‐Functionalized Biopolymer Films with Green‐Synthesized CuO Attapulgite for Light‐Promoted.pdf,5 纳米材料抗菌,b3532b37a81730a57a5eb08edc656c644be2c4ff5fbc248cfbbc563bceee27f0,0,,81794,cached,nanomaterial,0,other,1,0
5 纳米材料抗菌/纳米颗粒抗菌/synthesis-of-ultrastable-copper-sulfide-nanoclusters-via-trapping-the-reaction-intermediate-potential-anticancer-and.pdf,5 纳米材料抗菌,e30934ec89d95a79cadf5bb1ba3312d091eab591b45c405da59f3c61599aa781,0,,57634,cached,nanomaterial,1,other,1,0
6 金属纳米团簇的合成策略/1-s2.0-S0001868617302415-main.pdf,6 金属纳米团簇的合成策略,c7321536874707881f8fb1f13eac4852d2e56fcf28916786835178089b813cf3,0,,78811,cached,nanomaterial,1,other,0,0
6 金属纳米团簇的合成策略/1-s2.0-S0001868619303513-main.pdf,6 金属纳米团簇的合成策略,6b419cb66d7b5aacf9fa12c390fbdb274325056fe6bdf64fa440676f79c669d2,0,,49123,cached,nanomaterial,1,other,0,0
6 金属纳米团簇的合成策略/1-s2.0-S0010854517304319-main.pdf,6 金属纳米团簇的合成策略,1ee1d6a11b66d01d06bd1535ed1974f9735f6c188f4e64f384bee422a525c5b1,0,,129509,cached,nanomaterial,1,other,1,0
6 金属纳米团簇的合成策略/1-s2.0-S001085452100134X-main.pdf,6 金属纳米团簇的合成策略,3e04c5d00608be5f195a4a6e2f8e861c676c0870268ce9530d9a43e6ca504a12,0,,87210,cached,nanomaterial,1,other,0,0
6 金属纳米团簇的合成策略/1-s2.0-S0010854521005427-main.pdf,6 金属纳米团簇的合成策略,dcef1ea2c4114bd6d46939d7f6cb7199cbca0eede10b03ab3554ac3123730edf,0,,159439,cached,nanomaterial,1,other,0,0
6 金属纳米团簇的合成策略/1-s2.0-S1001841725008812-main.pdf,6 金属纳米团簇的合成策略,9fe5eeb2873ee6eadf1184a01d79dbbacb30e06bc336305f7da28ab01f0ff074,0,,42392,cached,nanomaterial,1,antioxidant,0,0
6 金属纳米团簇的合成策略/Advanced Materials - 2018 - Yao - Engineering Functional Metal Materials at the Atomic Level.pdf,6 金属纳米团簇的合成策略,52ae37b0deee6aa6f76035d3b0fb5a5d76de9418f8f6002562acabd7707200f5,0,,118300,cached,nanomaterial,1,other,0,0
6 金属纳米团簇的合成策略/Advanced Materials - 2020 - Yuan - Miscible‐Solvent‐Assisted Two‐Phase Synthesis of Monolayer‐Ligand‐Protected Metal.pdf,6 金属纳米团簇的合成策略,eca2d5345932ed4e3bd369a0b80f4687f8141884b15d8a64972074cefbd4c2d8,0,,38485,cached,nanomaterial,1,other,1,0
6 金属纳米团簇的合成策略/Advanced Materials - 2021 - Chen - Interactions of Metal Nanoclusters with Light  Fundamentals and Applications.pdf,6 金属纳米团簇的合成策略,63fd18cb105ba381e7f55b3af299a610d13b9d11f2e96f4b6ce4d3da890abb7e,0,,72463,cached,nanomaterial,1,other,0,0
6 金属纳米团簇的合成策略/Advanced Materials - 2021 - Li - Programmable Metal Nanoclusters with Atomic Precision.pdf,6 金属纳米团簇的合成策略,0b2a70fd5e9ff7efef5cf03a84735e23dce89d8358e823244af27dae17863374,0,,112967,cached,nanomaterial,1,other,0,0
6 金属纳米团簇的合成策略/Advanced Materials - 2025 - Yang - Precise Surface Engineering of Metal Nanoclusters  Ligand Programming for Functionality.pdf,6 金属纳米团簇的合成策略,0698ed32f25f35a598789a02c1deb2dda91e1b71813c9301e4c723dadc10276f,0,,142897,cached,nanomaterial,1,other,0,0
6 金属纳米团簇的合成策略/Aggregate - 2026 - Guo - Light Up a Nanocluster.pdf,6 金属纳米团簇的合成策略,39d5ebf7e500665c2541c184422d98afd820b22f49f5e79fe4f3494cfa3ef19c,0,,200982,cached,nanomaterial,1,other,1,0
6 金属纳米团簇的合成策略/Angew Chem Int Ed - 2014 - Yuan - Balancing the Rate of Cluster Growth and Etching for Gram‐Scale Synthesis of (1).pdf,6 金属纳米团簇的合成策略,b86f10e3101c33b9d690c170a3c669eaf72090e591de8f217700c1bbe2adccc0,0,,26995,cached,nanomaterial,1,other,0,0
6 金属纳米团簇的合成策略/atomically-precise-metal-nanoclusters-for-catalysis.pdf,6 金属纳米团簇的合成策略,a5279c5333a031f5866cb86cef9e4900efdee2d7d443cc061e9810b0f858d3be,0,,20849,cached,nanomaterial,1,other,1,0
